clean cache ok! cache_array[9705509]:8
platform,operation,access_pattern,io_size(B),blcok_size(B),data_space_size(MB),count,avg_latency(ns),throughput(op/s),bandwidth(MB)
PMEM,read,random,8,32768,4,128,306.797,3259485,24
PMEM,write,random,8,65536,4,64,111.781,8946044,68
PMEM,read,random,8,65536,4,64,447.156,2236354,17
PMEM,write,random,8,131072,4,32,114.25,8752735,66
PMEM,read,random,8,131072,4,32,189.938,5264889,40
PMEM,write,random,8,262144,4,16,96.1875,10396361,79
PMEM,read,random,8,262144,4,16,200.125,4996876,38
PMEM,write,random,8,524288,4,8,84,11904761,90
PMEM,read,random,8,524288,4,8,157.625,6344171,48
PMEM,write,random,8,1048576,4,4,47.5,21052631,160
PMEM,read,random,8,1048576,4,4,137.25,7285974,55
PMEM,write,random,16,16,4,262144,202.021,4949979,75
PMEM,read,random,16,16,4,262144,195.294,5120478,78
PMEM,write,random,16,32,4,131072,182.589,5476787,83
PMEM,read,random,16,32,4,131072,176.883,5653446,86
PMEM,write,random,16,64,4,65536,112.479,8890568,135
PMEM,read,random,16,64,4,65536,181.977,5495207,83
PMEM,write,random,16,128,4,32768,117.86,8484663,129
PMEM,read,random,16,128,4,32768,181.27,5516647,84
PMEM,write,random,16,256,4,16384,120.174,8321296,126
PMEM,read,random,16,256,4,16384,180.393,5543455,84
PMEM,write,random,16,512,4,8192,120.872,8273209,126
PMEM,read,random,16,512,4,8192,180.459,5541429,84
PMEM,write,random,16,1024,4,4096,173.626,5759514,87
PMEM,read,random,16,1024,4,4096,179.177,5581058,85
PMEM,write,random,16,2048,4,2048,311.305,3212281,49
PMEM,read,random,16,2048,4,2048,180.098,5552543,84
PMEM,write,random,16,4096,4,1024,291.02,3436195,52
PMEM,read,random,16,4096,4,1024,187.04,5346448,81
PMEM,write,random,16,8192,4,512,549.717,1819118,27
PMEM,read,random,16,8192,4,512,197.4,5065846,77
PMEM,write,random,16,16384,4,256,510.875,1957425,29
PMEM,read,random,16,16384,4,256,230.059,4346718,66
PMEM,write,random,16,32768,4,128,375.086,2666055,40
PMEM,read,random,16,32768,4,128,284.898,3510022,53
PMEM,write,random,16,65536,4,64,137.812,7256235,110
PMEM,read,random,16,65536,4,64,432.422,2312556,35
PMEM,write,random,16,131072,4,32,119.25,8385744,127
PMEM,read,random,16,131072,4,32,321.156,3113749,47
PMEM,write,random,16,262144,4,16,97.375,10269576,156
PMEM,read,random,16,262144,4,16,318.25,3142183,47
PMEM,write,random,16,524288,4,8,81.25,12307692,187
PMEM,read,random,16,524288,4,8,184.5,5420054,82
PMEM,write,random,16,1048576,4,4,49.25,20304568,309
PMEM,read,random,16,1048576,4,4,152,6578947,100
PMEM,write,random,32,32,4,131072,187.117,5344248,163
PMEM,read,random,32,32,4,131072,171.783,5821290,177
PMEM,write,random,32,64,4,65536,111.698,8952733,273
PMEM,read,random,32,64,4,65536,186.101,5373421,163
PMEM,write,random,32,128,4,32768,112.046,8924918,272
PMEM,read,random,32,128,4,32768,183.106,5461320,166
PMEM,write,random,32,256,4,16384,112.726,8871057,270
PMEM,read,random,32,256,4,16384,181.369,5513609,168
PMEM,write,random,32,512,4,8192,114.389,8742124,266
PMEM,read,random,32,512,4,8192,179.499,5571053,170
PMEM,write,random,32,1024,4,4096,174.182,5741125,175
PMEM,read,random,32,1024,4,4096,180.152,5550857,169
PMEM,write,random,32,2048,4,2048,313.958,3185134,97
PMEM,read,random,32,2048,4,2048,183.506,5449417,166
PMEM,write,random,32,4096,4,1024,293.917,3402321,103
PMEM,read,random,32,4096,4,1024,180.29,5546618,169
PMEM,write,random,32,8192,4,512,562.457,1777913,54
PMEM,read,random,32,8192,4,512,210.691,4746278,144
PMEM,write,random,32,16384,4,256,509.781,1961625,59
PMEM,read,random,32,16384,4,256,232.543,4300280,131
PMEM,write,random,32,32768,4,128,392.18,2549851,77
PMEM,read,random,32,32768,4,128,317.828,3146354,96
PMEM,write,random,32,65536,4,64,111.781,8946044,273
PMEM,read,random,32,65536,4,64,448.531,2229499,68
PMEM,write,random,32,131072,4,32,106.656,9375915,286
PMEM,read,random,32,131072,4,32,316.188,3162680,96
PMEM,write,random,32,262144,4,16,102.062,9797917,299
PMEM,read,random,32,262144,4,16,163.5,6116207,186
PMEM,write,random,32,524288,4,8,94.375,10596026,323
PMEM,read,random,32,524288,4,8,173.375,5767844,176
PMEM,write,random,32,1048576,4,4,66.5,15037593,458
PMEM,read,random,32,1048576,4,4,142.5,7017543,214
PMEM,write,random,64,64,4,65536,116.336,8595755,524
PMEM,read,random,64,64,4,65536,207.28,4824383,294
PMEM,write,random,64,128,4,32768,118.972,8405357,513
PMEM,read,random,64,128,4,32768,207.975,4808265,293
PMEM,write,random,64,256,4,16384,121.412,8236385,502
PMEM,read,random,64,256,4,16384,195.877,5105255,311
PMEM,write,random,64,512,4,8192,123.991,8065079,492
PMEM,read,random,64,512,4,8192,204.375,4892963,298
PMEM,write,random,64,1024,4,4096,175.221,5707064,348
PMEM,read,random,64,1024,4,4096,194.569,5139556,313
PMEM,write,random,64,2048,4,2048,307.199,3255221,198
PMEM,read,random,64,2048,4,2048,194.104,5151890,314
PMEM,write,random,64,4096,4,1024,299.748,3336135,203
PMEM,read,random,64,4096,4,1024,198.803,5030111,307
PMEM,write,random,64,8192,4,512,580.074,1723917,105
PMEM,read,random,64,8192,4,512,237.787,4205442,256
PMEM,write,random,64,16384,4,256,515.914,1938307,118
PMEM,read,random,64,16384,4,256,249.668,4005319,244
PMEM,write,random,64,32768,4,128,333.266,3000609,183
PMEM,read,random,64,32768,4,128,326.961,3058469,186
PMEM,write,random,64,65536,4,64,128.312,7793472,475
PMEM,read,random,64,65536,4,64,447.953,2232376,136
PMEM,write,random,64,131072,4,32,113.062,8844665,539
PMEM,read,random,64,131072,4,32,199.156,5021183,306
PMEM,write,random,64,262144,4,16,103.625,9650180,589
PMEM,read,random,64,262144,4,16,180,5555555,339
PMEM,write,random,64,524288,4,8,94.875,10540184,643
PMEM,read,random,64,524288,4,8,184.625,5416384,330
PMEM,write,random,64,1048576,4,4,68.25,14652014,894
PMEM,read,random,64,1048576,4,4,165.25,6051437,369
PMEM,write,random,128,128,4,32768,137.875,7252960,885
PMEM,read,random,128,128,4,32768,368.674,2712423,331
PMEM,write,random,128,256,4,16384,134.585,7430254,907
PMEM,read,random,128,256,4,16384,374.94,2667090,325
PMEM,write,random,128,512,4,8192,143.693,6959287,849
PMEM,read,random,128,512,4,8192,416.854,2398919,292
PMEM,write,random,128,1024,4,4096,188.671,5300227,647
PMEM,read,random,128,1024,4,4096,399.323,2504236,305
PMEM,write,random,128,2048,4,2048,327.651,3052029,372
PMEM,read,random,128,2048,4,2048,372.042,2687872,328
PMEM,write,random,128,4096,4,1024,326.551,3062310,373
PMEM,read,random,128,4096,4,1024,364.517,2743359,334
PMEM,write,random,128,8192,4,512,585.25,1708671,208
PMEM,read,random,128,8192,4,512,362.752,2756704,336
PMEM,write,random,128,16384,4,256,578.344,1729075,211
PMEM,read,random,128,16384,4,256,394.441,2535230,309
PMEM,write,random,128,32768,4,128,423.492,2361318,288
PMEM,read,random,128,32768,4,128,397.867,2513401,306
PMEM,write,random,128,65536,4,64,269.578,3709499,452
PMEM,read,random,128,65536,4,64,353.453,2829229,345
PMEM,write,random,128,131072,4,32,145.562,6869901,838
PMEM,read,random,128,131072,4,32,386.188,2589415,316
PMEM,write,random,128,262144,4,16,115.125,8686210,1060
PMEM,read,random,128,262144,4,16,392.188,2549800,311
PMEM,write,random,128,524288,4,8,108.875,9184845,1121
PMEM,read,random,128,524288,4,8,321.125,3114052,380
PMEM,write,random,128,1048576,4,4,84.75,11799410,1440
PMEM,read,random,128,1048576,4,4,264.75,3777148,461
PMEM,write,random,256,256,4,16384,167.498,5970225,1457
PMEM,read,random,256,256,4,16384,732.232,1365688,333
PMEM,write,random,256,512,4,8192,160.627,6225605,1519
PMEM,read,random,256,512,4,8192,417.685,2394149,584
PMEM,write,random,256,1024,4,4096,230.664,4335304,1058
PMEM,read,random,256,1024,4,4096,675.47,1480449,361
PMEM,write,random,256,2048,4,2048,358.812,2786970,680
PMEM,read,random,256,2048,4,2048,410.457,2436311,594
PMEM,write,random,256,4096,4,1024,354.475,2821076,688
PMEM,read,random,256,4096,4,1024,711.089,1406293,343
PMEM,write,random,256,8192,4,512,655.699,1525089,372
PMEM,read,random,256,8192,4,512,417.379,2395904,584
PMEM,write,random,256,16384,4,256,645.012,1550359,378
PMEM,read,random,256,16384,4,256,729.699,1370427,334
PMEM,write,random,256,32768,4,128,582.352,1717175,419
PMEM,read,random,256,32768,4,128,398.836,2507296,612
PMEM,write,random,256,65536,4,64,472.953,2114374,516
PMEM,read,random,256,65536,4,64,709.844,1408760,343
PMEM,write,random,256,131072,4,32,197.312,5068102,1237
PMEM,read,random,256,131072,4,32,726.594,1376284,336
PMEM,write,random,256,262144,4,16,155.688,6423123,1568
PMEM,read,random,256,262144,4,16,716.188,1396282,340
PMEM,write,random,256,524288,4,8,133.75,7476635,1825
PMEM,read,random,256,524288,4,8,750.75,1332001,325
PMEM,write,random,256,1048576,4,4,126.75,7889546,1926
PMEM,read,random,256,1048576,4,4,561.25,1781737,434
PMEM,write,random,512,512,4,8192,276.503,3616602,1765
PMEM,read,random,512,512,4,8192,1305.35,766079,374
PMEM,write,random,512,1024,4,4096,251.856,3970527,1938
PMEM,read,random,512,1024,4,4096,1305.04,766257,374
PMEM,write,random,512,2048,4,2048,417.349,2396078,1169
PMEM,read,random,512,2048,4,2048,1304.9,766341,374
PMEM,write,random,512,4096,4,1024,411.731,2428767,1185
PMEM,read,random,512,4096,4,1024,1309.11,763875,372
PMEM,write,random,512,8192,4,512,723.379,1382401,675
PMEM,read,random,512,8192,4,512,1296.12,771532,376
PMEM,write,random,512,16384,4,256,717.305,1394107,680
PMEM,read,random,512,16384,4,256,1310.43,763106,372
PMEM,write,random,512,32768,4,128,664.352,1505227,734
PMEM,read,random,512,32768,4,128,1301.2,768524,375
PMEM,write,random,512,65536,4,64,549.875,1818595,887
PMEM,read,random,512,65536,4,64,1299.19,769711,375
PMEM,write,random,512,131072,4,32,393.75,2539682,1240
PMEM,read,random,512,131072,4,32,1294.19,772685,377
PMEM,write,random,512,262144,4,16,244.75,4085801,1995
PMEM,read,random,512,262144,4,16,539.875,1852280,904
PMEM,write,random,512,524288,4,8,158.125,6324110,3087
PMEM,read,random,512,524288,4,8,1194.12,837433,408
PMEM,write,random,512,1048576,4,4,149.75,6677796,3260
PMEM,read,random,512,1048576,4,4,436,2293577,1119
PMEM,write,random,1024,1024,4,4096,498.452,2006210,1959
PMEM,read,random,1024,1024,4,4096,2612.73,382741,373
PMEM,write,random,1024,2048,4,2048,519.444,1925135,1880
PMEM,read,random,1024,2048,4,2048,756.3,1322226,1291
PMEM,write,random,1024,4096,4,1024,528.119,1893512,1849
PMEM,read,random,1024,4096,4,1024,2610.59,383055,374
PMEM,write,random,1024,8192,4,512,880.369,1135887,1109
PMEM,read,random,1024,8192,4,512,706.037,1416356,1383
PMEM,write,random,1024,16384,4,256,860.273,1162421,1135
PMEM,read,random,1024,16384,4,256,2641.04,378638,369
PMEM,write,random,1024,32768,4,128,822.914,1215193,1186
PMEM,read,random,1024,32768,4,128,2636.5,379290,370
PMEM,write,random,1024,65536,4,64,728.828,1372065,1339
PMEM,read,random,1024,65536,4,64,2714,368459,359
PMEM,write,random,1024,131072,4,32,596.188,1677324,1638
PMEM,read,random,1024,131072,4,32,2595.94,385217,376
PMEM,write,random,1024,262144,4,16,460,2173913,2122
PMEM,read,random,1024,262144,4,16,2634,379650,370
PMEM,write,random,1024,524288,4,8,292.25,3421727,3341
PMEM,read,random,1024,524288,4,8,2575.62,388255,379
PMEM,write,random,1024,1048576,4,4,225,4444444,4340
PMEM,read,random,1024,1048576,4,4,2536.25,394282,385
PMEM,write,random,8,8,8,1048576,214.942,4652428,35
PMEM,read,random,8,8,8,1048576,172.742,5788969,44
PMEM,write,random,8,16,8,524288,202.253,4944293,37
PMEM,read,random,8,16,8,524288,175.357,5702659,43
PMEM,write,random,8,32,8,262144,183.778,5441356,41
PMEM,read,random,8,32,8,262144,180.169,5550329,42
PMEM,write,random,8,64,8,131072,116.251,8602057,65
PMEM,read,random,8,64,8,131072,182.457,5480730,41
PMEM,write,random,8,128,8,65536,125.062,7996012,61
PMEM,read,random,8,128,8,65536,183.715,5443221,41
PMEM,write,random,8,256,8,32768,128.248,7797385,59
PMEM,read,random,8,256,8,32768,185.752,5383509,41
PMEM,write,random,8,512,8,16384,131.426,7608857,58
PMEM,read,random,8,512,8,16384,179.848,5560236,42
PMEM,write,random,8,1024,8,8192,178.516,5601746,42
PMEM,read,random,8,1024,8,8192,190.245,5256376,40
PMEM,write,random,8,2048,8,4096,324.108,3085389,23
PMEM,read,random,8,2048,8,4096,193.264,5174258,39
PMEM,write,random,8,4096,8,2048,316.89,3155672,24
PMEM,read,random,8,4096,8,2048,184.486,5420470,41
PMEM,write,random,8,8192,8,1024,613.396,1630266,12
PMEM,read,random,8,8192,8,1024,185.921,5378631,41
PMEM,write,random,8,16384,8,512,588.521,1699173,12
PMEM,read,random,8,16384,8,512,208.787,4789567,36
PMEM,write,random,8,32768,8,256,517.445,1932571,14
PMEM,read,random,8,32768,8,256,252.043,3967577,30
PMEM,write,random,8,65536,8,128,361.047,2769723,21
PMEM,read,random,8,65536,8,128,309.383,3232241,24
PMEM,write,random,8,131072,8,64,132.156,7566800,57
PMEM,read,random,8,131072,8,64,419.938,2381306,18
PMEM,write,random,8,262144,8,32,108.812,9190120,70
PMEM,read,random,8,262144,8,32,270.312,3699421,28
PMEM,write,random,8,524288,8,16,94.0625,10631229,81
PMEM,read,random,8,524288,8,16,265.188,3770916,28
PMEM,write,random,8,1048576,8,8,76.125,13136288,100
PMEM,read,random,8,1048576,8,8,164.25,6088280,46
PMEM,write,random,16,16,8,524288,204.225,4896562,74
PMEM,read,random,16,16,8,524288,159.653,6263599,95
PMEM,write,random,16,32,8,262144,182.923,5466780,83
PMEM,read,random,16,32,8,262144,176.984,5650224,86
PMEM,write,random,16,64,8,131072,135.685,7370012,112
PMEM,read,random,16,64,8,131072,189.907,5265729,80
PMEM,write,random,16,128,8,65536,146.737,6814922,103
PMEM,read,random,16,128,8,65536,183.794,5440875,83
PMEM,write,random,16,256,8,32768,147.457,6781650,103
PMEM,read,random,16,256,8,32768,181.24,5517542,84
PMEM,write,random,16,512,8,16384,147.751,6768144,103
PMEM,read,random,16,512,8,16384,184.541,5418853,82
PMEM,write,random,16,1024,8,8192,180.303,5546227,84
PMEM,read,random,16,1024,8,8192,179.746,5563418,84
PMEM,write,random,16,2048,8,4096,328.767,3041666,46
PMEM,read,random,16,2048,8,4096,188.72,5298842,80
PMEM,write,random,16,4096,8,2048,319.25,3132336,47
PMEM,read,random,16,4096,8,2048,186.359,5365976,81
PMEM,write,random,16,8192,8,1024,614.106,1628382,24
PMEM,read,random,16,8192,8,1024,187.471,5334166,81
PMEM,write,random,16,16384,8,512,598.486,1670881,25
PMEM,read,random,16,16384,8,512,209.551,4772112,72
PMEM,write,random,16,32768,8,256,508.422,1966870,30
PMEM,read,random,16,32768,8,256,242.195,4128899,63
PMEM,write,random,16,65536,8,128,373.969,2674020,40
PMEM,read,random,16,65536,8,128,332.562,3006953,45
PMEM,write,random,16,131072,8,64,124.781,8014024,122
PMEM,read,random,16,131072,8,64,401.484,2490756,38
PMEM,write,random,16,262144,8,32,138.094,7241457,110
PMEM,read,random,16,262144,8,32,171.344,5836221,89
PMEM,write,random,16,524288,8,16,93.125,10738255,163
PMEM,read,random,16,524288,8,16,326.562,3062200,46
PMEM,write,random,16,1048576,8,8,77.25,12944983,197
PMEM,read,random,16,1048576,8,8,159.125,6284367,95
PMEM,write,random,32,32,8,262144,192.361,5198545,158
PMEM,read,random,32,32,8,262144,197.367,5066705,154
PMEM,write,random,32,64,8,131072,111.272,8987013,274
PMEM,read,random,32,64,8,131072,176.522,5665001,172
PMEM,write,random,32,128,8,65536,111.819,8943010,272
PMEM,read,random,32,128,8,65536,197.502,5063252,154
PMEM,write,random,32,256,8,32768,112.196,8912945,272
PMEM,read,random,32,256,8,32768,181.23,5517844,168
PMEM,write,random,32,512,8,16384,139.884,7148778,218
PMEM,read,random,32,512,8,16384,219.226,4561496,139
PMEM,write,random,32,1024,8,8192,181.32,5515105,168
PMEM,read,random,32,1024,8,8192,189.843,5267520,160
PMEM,write,random,32,2048,8,4096,339.001,2949841,90
PMEM,read,random,32,2048,8,4096,201.202,4970131,151
PMEM,write,random,32,4096,8,2048,326.933,3058729,93
PMEM,read,random,32,4096,8,2048,189.06,5289338,161
PMEM,write,random,32,8192,8,1024,636.919,1570058,47
PMEM,read,random,32,8192,8,1024,206.469,4843347,147
PMEM,write,random,32,16384,8,512,606.234,1649527,50
PMEM,read,random,32,16384,8,512,205.699,4861467,148
PMEM,write,random,32,32768,8,256,533.324,1875032,57
PMEM,read,random,32,32768,8,256,245.129,4079486,124
PMEM,write,random,32,65536,8,128,378.984,2638631,80
PMEM,read,random,32,65536,8,128,290.641,3440675,105
PMEM,write,random,32,131072,8,64,198.266,5043738,153
PMEM,read,random,32,131072,8,64,354.578,2820252,86
PMEM,write,random,32,262144,8,32,141.188,7082779,216
PMEM,read,random,32,262144,8,32,274.25,3646308,111
PMEM,write,random,32,524288,8,16,122.5,8163265,249
PMEM,read,random,32,524288,8,16,188.812,5296259,161
PMEM,write,random,32,1048576,8,8,86.75,11527377,351
PMEM,read,random,32,1048576,8,8,199.125,5021971,153
PMEM,write,random,64,64,8,131072,153.601,6510374,397
PMEM,read,random,64,64,8,131072,213.735,4678692,285
PMEM,write,random,64,128,8,65536,266.564,3751446,228
PMEM,read,random,64,128,8,65536,206.806,4835448,295
PMEM,write,random,64,256,8,32768,268.853,3719500,227
PMEM,read,random,64,256,8,32768,209.958,4762846,290
PMEM,write,random,64,512,8,16384,138.169,7237490,441
PMEM,read,random,64,512,8,16384,204.94,4879473,297
PMEM,write,random,64,1024,8,8192,182.686,5473864,334
PMEM,read,random,64,1024,8,8192,199.163,5021001,306
PMEM,write,random,64,2048,8,4096,332.361,3008773,183
PMEM,read,random,64,2048,8,4096,199.567,5010845,305
PMEM,write,random,64,4096,8,2048,322.895,3096981,189
PMEM,read,random,64,4096,8,2048,194.832,5132639,313
PMEM,write,random,64,8192,8,1024,628.767,1590415,97
PMEM,read,random,64,8192,8,1024,200.965,4975994,303
PMEM,write,random,64,16384,8,512,606.805,1647976,100
PMEM,read,random,64,16384,8,512,219.232,4561369,278
PMEM,write,random,64,32768,8,256,532.316,1878581,114
PMEM,read,random,64,32768,8,256,258.348,3870753,236
PMEM,write,random,64,65536,8,128,339.102,2948969,179
PMEM,read,random,64,65536,8,128,303.055,3299734,201
PMEM,write,random,64,131072,8,64,137.328,7281829,444
PMEM,read,random,64,131072,8,64,282.156,3544135,216
PMEM,write,random,64,262144,8,32,135.906,7358013,449
PMEM,read,random,64,262144,8,32,323.219,3093879,188
PMEM,write,random,64,524288,8,16,105.25,9501187,579
PMEM,read,random,64,524288,8,16,300,3333333,203
PMEM,write,random,64,1048576,8,8,91.5,10928961,667
PMEM,read,random,64,1048576,8,8,169,5917159,361
PMEM,write,random,128,128,8,65536,283.486,3527511,430
PMEM,read,random,128,128,8,65536,367.191,2723376,332
PMEM,write,random,128,256,8,32768,161.249,6201590,757
PMEM,read,random,128,256,8,32768,298.023,3355446,409
PMEM,write,random,128,512,8,16384,172.582,5794352,707
PMEM,read,random,128,512,8,16384,395.694,2527207,308
PMEM,write,random,128,1024,8,8192,199.166,5020936,612
PMEM,read,random,128,1024,8,8192,288.462,3466660,423
PMEM,write,random,128,2048,8,4096,346.877,2882866,351
PMEM,read,random,128,2048,8,4096,372.708,2683067,327
PMEM,write,random,128,4096,8,2048,332.309,3009251,367
PMEM,read,random,128,4096,8,2048,302.358,3307333,403
PMEM,write,random,128,8192,8,1024,628.76,1590432,194
PMEM,read,random,128,8192,8,1024,396.319,2523217,308
PMEM,write,random,128,16384,8,512,621.287,1609561,196
PMEM,read,random,128,16384,8,512,279.045,3583652,437
PMEM,write,random,128,32768,8,256,548.375,1823569,222
PMEM,read,random,128,32768,8,256,389.297,2568733,313
PMEM,write,random,128,65536,8,128,433.703,2305724,281
PMEM,read,random,128,65536,8,128,332.055,3011552,367
PMEM,write,random,128,131072,8,64,235.844,4240095,517
PMEM,read,random,128,131072,8,64,504.422,1982467,242
PMEM,write,random,128,262144,8,32,122.469,8165348,996
PMEM,read,random,128,262144,8,32,261.656,3821808,466
PMEM,write,random,128,524288,8,16,118.875,8412197,1026
PMEM,read,random,128,524288,8,16,356.375,2806032,342
PMEM,write,random,128,1048576,8,8,107.625,9291521,1134
PMEM,read,random,128,1048576,8,8,251.625,3974167,485
PMEM,write,random,256,256,8,32768,268.331,3726744,909
PMEM,read,random,256,256,8,32768,664.539,1504802,367
PMEM,write,random,256,512,8,16384,305.151,3277064,800
PMEM,read,random,256,512,8,16384,410.175,2437986,595
PMEM,write,random,256,1024,8,8192,329.19,3037755,741
PMEM,read,random,256,1024,8,8192,714.005,1400549,341
PMEM,write,random,256,2048,8,4096,415.8,2405000,587
PMEM,read,random,256,2048,8,4096,431.921,2315240,565
PMEM,write,random,256,4096,8,2048,404.85,2470050,603
PMEM,read,random,256,4096,8,2048,677.265,1476527,360
PMEM,write,random,256,8192,8,1024,723.589,1382000,337
PMEM,read,random,256,8192,8,1024,418.468,2389670,583
PMEM,write,random,256,16384,8,512,719.779,1389314,339
PMEM,read,random,256,16384,8,512,720.143,1388613,339
PMEM,write,random,256,32768,8,256,672.312,1487403,363
PMEM,read,random,256,32768,8,256,417.09,2397564,585
PMEM,write,random,256,65536,8,128,588.398,1699528,414
PMEM,read,random,256,65536,8,128,714.531,1399518,341
PMEM,write,random,256,131072,8,64,436.484,2291032,559
PMEM,read,random,256,131072,8,64,418.375,2390200,583
PMEM,write,random,256,262144,8,32,260.219,3842920,938
PMEM,read,random,256,262144,8,32,400.625,2496099,609
PMEM,write,random,256,524288,8,16,161.625,6187161,1510
PMEM,read,random,256,524288,8,16,703.312,1421843,347
PMEM,write,random,256,1048576,8,8,171.625,5826656,1422
PMEM,read,random,256,1048576,8,8,644.875,1550688,378
PMEM,write,random,512,512,8,16384,507.036,1972246,963
PMEM,read,random,512,512,8,16384,1311.67,762385,372
PMEM,write,random,512,1024,8,8192,374.748,2668456,1302
PMEM,read,random,512,1024,8,8192,1307.62,764750,373
PMEM,write,random,512,2048,8,4096,457.505,2185769,1067
PMEM,read,random,512,2048,8,4096,1305.25,766136,374
PMEM,write,random,512,4096,8,2048,401.881,2488296,1214
PMEM,read,random,512,4096,8,2048,1305.41,766042,374
PMEM,write,random,512,8192,8,1024,735.133,1360298,664
PMEM,read,random,512,8192,8,1024,1339.74,746411,364
PMEM,write,random,512,16384,8,512,761.295,1313551,641
PMEM,read,random,512,16384,8,512,1346.58,742624,362
PMEM,write,random,512,32768,8,256,726.379,1376691,672
PMEM,read,random,512,32768,8,256,1306.46,765428,373
PMEM,write,random,512,65536,8,128,700.406,1427742,697
PMEM,read,random,512,65536,8,128,1299.81,769341,375
PMEM,write,random,512,131072,8,64,615.172,1625561,793
PMEM,read,random,512,131072,8,64,1320.45,757315,369
PMEM,write,random,512,262144,8,32,439.594,2274827,1110
PMEM,read,random,512,262144,8,32,603.125,1658031,809
PMEM,write,random,512,524288,8,16,242.688,4120525,2011
PMEM,read,random,512,524288,8,16,1328.06,752976,367
PMEM,write,random,512,1048576,8,8,157.5,6349206,3100
PMEM,read,random,512,1048576,8,8,476.75,2097535,1024
PMEM,write,random,1024,1024,8,8192,580.75,1721911,1681
PMEM,read,random,1024,1024,8,8192,2617.64,382022,373
PMEM,write,random,1024,2048,8,4096,522.392,1914270,1869
PMEM,read,random,1024,2048,8,4096,762.869,1310840,1280
PMEM,write,random,1024,4096,8,2048,522.956,1912206,1867
PMEM,read,random,1024,4096,8,2048,2614.35,382503,373
PMEM,write,random,1024,8192,8,1024,875.69,1141956,1115
PMEM,read,random,1024,8192,8,1024,726.932,1375645,1343
PMEM,write,random,1024,16384,8,512,886.699,1127778,1101
PMEM,read,random,1024,16384,8,512,2746.04,364160,355
PMEM,write,random,1024,32768,8,256,857.227,1166552,1139
PMEM,read,random,1024,32768,8,256,721.758,1385506,1353
PMEM,write,random,1024,65536,8,128,817.508,1223229,1194
PMEM,read,random,1024,65536,8,128,757.086,1320854,1289
PMEM,write,random,1024,131072,8,64,738.625,1353866,1322
PMEM,read,random,1024,131072,8,64,2600.44,384550,375
PMEM,write,random,1024,262144,8,32,597.188,1674515,1635
PMEM,read,random,1024,262144,8,32,2600.31,384569,375
PMEM,write,random,1024,524288,8,16,406.062,2462675,2404
PMEM,read,random,1024,524288,8,16,2731.69,366074,357
PMEM,write,random,1024,1048576,8,8,248.125,4030226,3935
PMEM,read,random,1024,1048576,8,8,2584.62,386903,377
PMEM,write,random,8,8,16,2097152,216.303,4623153,35
PMEM,read,random,8,8,16,2097152,175.265,5705649,43
PMEM,write,random,8,16,16,1048576,209.289,4778072,36
PMEM,read,random,8,16,16,1048576,182.88,5468066,41
PMEM,write,random,8,32,16,524288,190.249,5256256,40
PMEM,read,random,8,32,16,524288,176.561,5663772,43
PMEM,write,random,8,64,16,262144,164.242,6088591,46
PMEM,read,random,8,64,16,262144,184.712,5413837,41
PMEM,write,random,8,128,16,131072,181.202,5518689,42
PMEM,read,random,8,128,16,131072,182.835,5469410,41
PMEM,write,random,8,256,16,65536,179.023,5585879,42
PMEM,read,random,8,256,16,65536,187.907,5321770,40
PMEM,write,random,8,512,16,32768,185.907,5379047,41
PMEM,read,random,8,512,16,32768,185.883,5379735,41
PMEM,write,random,8,1024,16,16384,217.059,4607049,35
PMEM,read,random,8,1024,16,16384,179.728,5563956,42
PMEM,write,random,8,2048,16,8192,354.802,2818476,21
PMEM,read,random,8,2048,16,8192,181.146,5520412,42
PMEM,write,random,8,4096,16,4096,352.82,2834309,21
PMEM,read,random,8,4096,16,4096,189.479,5277616,40
PMEM,write,random,8,8192,16,2048,667.505,1498115,11
PMEM,read,random,8,8192,16,2048,192.288,5200543,39
PMEM,write,random,8,16384,16,1024,669.715,1493172,11
PMEM,read,random,8,16384,16,1024,188.751,5297985,40
PMEM,write,random,8,32768,16,512,613.518,1629945,12
PMEM,read,random,8,32768,16,512,205.992,4854553,37
PMEM,write,random,8,65536,16,256,527.035,1897406,14
PMEM,read,random,8,65536,16,256,249.523,4007639,30
PMEM,write,random,8,131072,16,128,347.648,2876469,21
PMEM,read,random,8,131072,16,128,297.57,3360550,25
PMEM,write,random,8,262144,16,64,195.672,5110596,38
PMEM,read,random,8,262144,16,64,293.266,3409877,26
PMEM,write,random,8,524288,16,32,187.375,5336891,40
PMEM,read,random,8,524288,16,32,190.344,5253652,40
PMEM,write,random,8,1048576,16,16,122.812,8142493,62
PMEM,read,random,8,1048576,16,16,236.688,4224980,32
PMEM,write,random,16,16,16,1048576,212.225,4711991,71
PMEM,read,random,16,16,16,1048576,186.355,5366098,81
PMEM,write,random,16,32,16,524288,187.651,5329035,81
PMEM,read,random,16,32,16,524288,183.463,5450704,83
PMEM,write,random,16,64,16,262144,161.658,6185886,94
PMEM,read,random,16,64,16,262144,179.596,5568039,84
PMEM,write,random,16,128,16,131072,176.792,5656377,86
PMEM,read,random,16,128,16,131072,183.987,5435178,82
PMEM,write,random,16,256,16,65536,178.191,5611951,85
PMEM,read,random,16,256,16,65536,178.676,5596715,85
PMEM,write,random,16,512,16,32768,181.185,5519229,84
PMEM,read,random,16,512,16,32768,181.335,5514643,84
PMEM,write,random,16,1024,16,16384,217.617,4595221,70
